title,embedding,spectral_cluster,kmeans_cluster,tsne1,tsne2
Remember the Titans,"[-0.7645986676216125, 0.6230140328407288, -0.22770912945270538, 0.6964763402938843, 0.4830116629600525, 0.7579108476638794, 0.14943541586399078, 0.10291090607643127, -0.2569032311439514, 0.13539274036884308, -0.6202344298362732, -0.15368437767028809, 0.6747975945472717, 1.1137663125991821, 0.8338960409164429, -0.8844736814498901, -0.5597158670425415, 0.34596291184425354, 0.4687500298023224, 0.4608888626098633, 0.21868222951889038, -0.24667923152446747, 0.31229665875434875, 0.16722868382930756, -0.34073787927627563, 0.7070292830467224, -0.3005581796169281, 0.3560146689414978, -0.5981245636940002, 0.7123181223869324, -0.754345178604126, -0.3985128104686737, -0.7303546071052551, -0.30302947759628296, 0.07770507037639618, 0.012780233286321163, 1.0418198108673096, -0.5387083292007446, -0.8832927942276001, -0.14568409323692322, 0.565942108631134, 0.3816746473312378, 0.5268160104751587, -0.003557658987119794, 0.1618642657995224, -0.7557137608528137, -0.7107177972793579, -0.1340932548046112, 0.6071460843086243, -0.8702648282051086, 0.45106154680252075, 0.17243249714374542, -0.2817164361476898, 0.27131298184394836, -0.7190473079681396, 0.7797902822494507, -0.5656951069831848, 0.6223291754722595, -0.06565462797880173, -0.48557958006858826, -0.22129520773887634, -0.24674928188323975, -0.44820040464401245, 0.5613014101982117]",0,4,2.1916559,-2.4711792
Renaissance Man,"[-0.38123777508735657, -0.028536712750792503, -1.1753160953521729, -0.04488591477274895, -0.3016291856765747, 0.7278298139572144, -0.553796112537384, 0.22436442971229553, 0.33067846298217773, 0.1756071001291275, 0.08170963823795319, 0.19332660734653473, 0.4024713933467865, 0.1178039088845253, 0.554760754108429, -0.06138882040977478, -0.2268078625202179, -0.17445576190948486, -0.7984381914138794, 0.2882463037967682, -0.8679752945899963, -0.6450777649879456, 0.12174693495035172, 1.0435477495193481, 0.6123501658439636, 0.5607401132583618, -0.42387714982032776, 0.15687239170074463, -0.7499679923057556, 0.06297080963850021, 0.274375319480896, -0.8252383470535278, -0.7823475003242493, -0.4805384874343872, -0.2573108673095703, -0.4722399115562439, 0.4676620662212372, -0.6210829615592957, -0.31811007857322693, 0.29011255502700806, 0.23876115679740906, 0.6338406205177307, 0.06670287996530533, -0.5149742960929871, 0.049201976507902145, -0.010205901227891445, -0.9432233572006226, -0.7863030433654785, 1.2511450052261353, -0.18911243975162506, 0.9270865321159363, -0.14408686757087708, -0.08189897239208221, 0.26102107763290405, 0.03878522291779518, 0.6771517395973206, -0.4144318997859955, 0.851270318031311, 0.64517742395401, -1.0042139291763306, -0.1661861389875412, 0.07152022421360016, -0.08357824385166168, -0.0628083199262619]",0,0,-6.1499724,-9.714394
Return to Oz,"[-0.6552562713623047, 0.2487519234418869, -0.3020341098308563, 0.33782386779785156, 0.7662646770477295, 0.9637143611907959, -0.31266817450523376, -0.15839490294456482, 0.8565936088562012, -0.06438883394002914, -0.01695077493786812, 0.5210686922073364, 0.9177098870277405, 0.858835756778717, -0.2740148901939392, -0.18001548945903778, 0.09514545649290085, 0.534103512763977, -0.6998217701911926, -0.40070879459381104, -0.8793690204620361, -0.2598259747028351, 0.11328999698162079, -0.24966862797737122, -0.5052770972251892, 0.729433000087738, -0.4179338812828064, -0.2663009464740753, -0.017010407522320747, 0.6010802388191223, 0.07774276286363602, -0.5182904005050659, -0.8458685278892517, 0.28106489777565, -0.1522793173789978, -0.04985092952847481, 0.9094856977462769, 0.3080672323703766, -0.5319815278053284, 0.24484160542488098, 1.004364252090454, 0.36631321907043457, 0.9958122372627258, 0.11393801122903824, 0.014657145366072655, -0.4022597670555115, -0.5912006497383118, -0.5372926592826843, 1.1812418699264526, -0.17022597789764404, 0.8427943587303162, 0.33354976773262024, -1.2486084699630737, 0.43881186842918396, -0.5999801754951477, -0.022100204601883888, -0.32071825861930847, 0.2129371613264084, 0.4610372483730316, -0.8623233437538147, -0.4783511459827423, 0.2731044888496399, 0.005548552144318819, -0.05070256069302559]",0,0,1.7157493,7.923867
Return to Snowy River,"[-1.0652341842651367, 0.7072052955627441, -0.40202438831329346, -0.11979086697101593, 0.14994822442531586, 0.4114686846733093, 0.7886719703674316, -0.25267258286476135, 0.3734942376613617, 0.2751656174659729, -0.22355586290359497, -0.1354762464761734, -0.048694100230932236, 0.5033445358276367, -0.15969808399677277, 0.18170669674873352, 0.4570131301879883, 0.1383916586637497, -1.0204493999481201, -0.5363348722457886, -0.11329949647188187, 0.027717942371964455, -0.2445225566625595, -0.6008456349372864, 0.23646125197410583, 0.8928778767585754, -1.0941370725631714, 0.2848001718521118, -0.27397894859313965, -0.023996273055672646, -0.3018268942832947, -0.7137746810913086, 0.17763164639472961, 0.3395000100135803, 0.014828863553702831, -1.2710230350494385, 0.9555096626281738, -0.6505081057548523, -0.3612520098686218, -0.016409743577241898, -0.8014361262321472, 0.27758538722991943, 0.39061787724494934, -0.4796464443206787, 0.803171694278717, -0.4451214075088501, -0.3596689999103546, -1.1209838390350342, 0.5782309770584106, -1.0577367544174194, 0.6317642331123352, -0.2362469583749771, -0.7613704800605774, -0.18162909150123596, -0.5082290768623352, 0.15224924683570862, -0.3440196216106415, 1.0301345586776733, -0.07213283330202103, -0.2393399477005005, 0.4868111312389374, 0.769899308681488, -0.026524625718593597, 0.13219234347343445]",0,0,1.8180891,12.308659
RocketMan,"[-0.760420024394989, 0.2820715010166168, 0.11464405059814453, 0.16475491225719452, -0.1935279816389084, 0.479846328496933, 0.3689274489879608, -0.4328719675540924, -0.08270446956157684, 0.2995442748069763, -0.3422139286994934, 0.3435575067996979, 0.2754661738872528, 1.255990982055664, 0.2192455679178238, -0.10318082571029663, -0.37307074666023254, -0.10774119943380356, -1.0178217887878418, -0.2322767823934555, -0.743131697177887, -0.2310911864042282, 0.023415103554725647, 0.10431186854839325, 0.7490571141242981, 0.8797056674957275, -0.583715558052063, -0.17953674495220184, -0.06935900449752808, 0.691116452217102, 0.0030563133768737316, -0.7317991256713867, -0.2658390998840332, -0.6034584641456604, 0.5519747138023376, 0.6071870923042297, 0.8866804838180542, -0.18962915241718292, -0.7076317071914673, -0.27500230073928833, 0.015163459815084934, 0.9092546701431274, 0.11050035059452057, -0.23075228929519653, 0.6595029234886169, -0.5167319178581238, -0.1323131024837494, -0.2401040494441986, 1.3715438842773438, -0.06935948133468628, 1.2819699048995972, 0.17311879992485046, -0.7030937075614929, 0.20460014045238495, -1.347432017326355, 0.6368784308433533, 0.14093992114067078, 0.39950475096702576, -0.29172372817993164, -0.42866000533103943, -0.5887690186500549, 0.18853195011615753, -0.42992424964904785, -0.03374030441045761]",0,0,3.4944763,4.6650553
Rogue One: A Star Wars Story,"[-0.8966013789176941, 0.2406008243560791, -0.060698434710502625, 0.478212833404541, 0.2163110226392746, -0.22857744991779327, -0.037971701472997665, -0.13078685104846954, 0.03691902011632919, 0.3215220868587494, 0.33344075083732605, -0.5710838437080383, -0.0662565529346466, 0.672225832939148, -0.3568718731403351, -0.39505594968795776, -0.24363954365253448, 0.23637749254703522, -0.24816852807998657, -0.05577094107866287, -0.3949410915374756, 0.3718295693397522, -0.6674120426177979, -0.22046630084514618, 0.6455782651901245, 0.571340024471283, -0.4502142667770386, 0.30763691663742065, -0.28095099329948425, 0.9477815628051758, -0.862583577632904, -0.43455809354782104, -0.4139297902584076, 0.31042709946632385, 0.6182520985603333, 0.615082323551178, 1.5267410278320312, -0.8037103414535522, 0.5037379264831543, -0.028960714116692543, 0.35768893361091614, 0.5246898531913757, 0.7521435022354126, 0.18090006709098816, -0.08597299456596375, -0.1262732744216919, 0.3207296133041382, -0.5643396377563477, 0.4869460463523865, -0.9053705334663391, 0.8262945413589478, 0.3156239688396454, -1.0547527074813843, -0.21891653537750244, -0.6582647562026978, 0.05901468172669411, -0.7883220314979553, -0.207441508769989, 0.13263709843158722, -1.0285087823867798, -0.5133445858955383, 0.8078531622886658, -1.0333411693572998, -0.5648319125175476]",0,3,12.261174,11.835957
Romy and Michele's High School Reunion,"[-0.6076010465621948, 0.8458818197250366, -0.2862949073314667, -0.47923755645751953, 0.35370296239852905, 0.36445048451423645, 0.20775029063224792, -0.0293599683791399, 0.13358134031295776, 0.027568625286221504, 0.0969565361738205, -0.12623773515224457, 0.8327783942222595, 0.9166555404663086, -0.17614662647247314, -0.6088520884513855, -0.9110151529312134, -0.06687319278717041, -0.6616604924201965, -0.11342661082744598, -0.6667763590812683, 0.3852544128894806, 0.32466426491737366, 0.7354075908660889, -0.1511421650648117, 0.5832325220108032, -0.0658276155591011, 0.2158086746931076, -0.15225155651569366, 0.7615357637405396, 0.06155894696712494, -1.0813922882080078, -0.17194737493991852, -0.40371638536453247, -0.001534007489681244, -0.05826606601476669, 0.73569256067276, -0.6043136119842529, -0.03953123837709427, -0.12159617245197296, 0.6196247935295105, -0.19120469689369202, 1.1000454425811768, 0.12172248214483261, 0.20042605698108673, -0.4437714219093323, 0.03781410679221153, -0.311471164226532, 0.7162215709686279, 0.2007460743188858, 0.7741163372993469, 0.3471170663833618, -1.2578788995742798, 0.5232454538345337, 0.03649360314011574, 0.581839382648468, -0.1844971776008606, 0.7047832012176514, 0.05818647891283035, -0.6797876358032227, 0.1482701152563095, -0.09278838336467743, -1.4497102499008179, 0.3560680150985718]",0,0,-9.454317,1.8344784
Roommates,"[-0.7966331243515015, -0.021397694945335388, -1.216888666152954, 0.011998407542705536, 0.3447234332561493, 0.1840568631887436, -0.13301865756511688, -0.09815824776887894, 0.43017497658729553, 0.20961768925189972, -0.17860974371433258, -0.038760796189308167, 0.20896050333976746, 0.5255275964736938, 0.5306696891784668, 0.23831625282764435, 0.03362670913338661, -0.09464076906442642, -1.2549998760223389, 0.17328938841819763, 0.1116269901394844, -1.110783576965332, -0.7283474206924438, -0.15371957421302795, 0.41322198510169983, 0.8595401644706726, -0.7859073281288147, -0.4741526246070862, -0.3837825059890747, 0.34214210510253906, -1.2162270545959473, -0.713738739490509, 0.1446300745010376, 0.28517478704452515, -0.5366389155387878, -0.09248518943786621, 0.18458104133605957, -0.5126206874847412, -0.9321766495704651, -0.6616650223731995, 0.6315984725952148, 0.7724010348320007, 0.19305865466594696, 0.040083080530166626, 0.09084024280309677, -0.5898286700248718, -0.047903649508953094, -0.5429403185844421, 0.6448582410812378, -0.33798477053642273, 0.7662036418914795, -0.129707932472229, -1.0063605308532715, -0.3778517544269562, -0.35134413838386536, 0.32351723313331604, -0.2262507975101471, 1.1964118480682373, 0.412509948015213, -0.7773116230964661, -0.7881677150726318, 0.7867920398712158, -0.04067558795213699, -0.1907404512166977]",0,1,16.194027,-13.735979
Roving Mars,"[-0.8591074347496033, 0.6410965323448181, -0.7386887073516846, 0.7217392921447754, 0.28355446457862854, -0.06005552038550377, -0.05864705890417099, 0.20328310132026672, 0.4164857268333435, 0.5064082741737366, -0.36440619826316833, 0.0003896854759659618, 0.6884276866912842, 0.5117058157920837, 0.1978904902935028, -0.7678948640823364, -0.2503125071525574, 0.4617060124874115, -0.5718997716903687, 0.2357519268989563, -0.048074763268232346, -0.2440904676914215, 0.10595250129699707, 0.41445308923721313, 0.5457538962364197, 0.8705469965934753, -1.2990320920944214, 0.12349483370780945, -1.1943942308425903, 0.5975856781005859, -0.3698210120201111, -0.15607114136219025, -0.38670945167541504, 0.19411447644233704, -0.3726765811443329, 0.2295101135969162, 0.9124605655670166, -0.7038203477859497, -0.2563493847846985, -0.06251001358032227, -0.04029453173279762, 0.793503999710083, 1.0532565116882324, 0.01203128881752491, 0.21203835308551788, -0.3994746506214142, -0.22713415324687958, -0.944014310836792, 0.7661648988723755, -1.1098511219024658, 0.5481017827987671, 0.2838664650917053, -1.1237446069717407, -0.1495165228843689, 0.09541524201631546, 0.628822922706604, -0.7265189290046692, -0.029329955577850342, -0.3311428725719452, -0.5139226317405701, -0.15210792422294617, 0.3580080270767212, -0.1724449247121811, -0.15941114723682404]",0,1,0.84804684,-5.6502013
Running Brave,"[-1.050254464149475, 0.45883676409721375, -0.6595584750175476, -0.0072600324638187885, 0.043898556381464005, 0.2024175077676773, 0.17396219074726105, -0.7888699769973755, 0.21467243134975433, 0.4999863803386688, 0.26141905784606934, 0.013690444640815258, 0.09636044502258301, 0.5856832265853882, -0.9683432579040527, -0.09836310893297195, -0.03466924652457237, 0.6855558156967163, -0.7435716986656189, -0.1954047530889511, -0.5710863471031189, -0.1591026782989502, -0.202218160033226, 0.733331024646759, -0.1923309862613678, 0.34326592087745667, -0.8861201405525208, -0.5743994116783142, 0.26890674233436584, 0.2206965982913971, -0.7250139713287354, -1.0502419471740723, -0.22622385621070862, 0.374769926071167, -0.3433893620967865, -0.5562436580657959, 0.8287333250045776, -0.6623104214668274, -0.5298761129379272, -0.031013987958431244, 0.6224403381347656, -0.3882328271865845, 0.6738365888595581, 0.061435773968696594, 0.6464438438415527, -0.3825407028198242, -0.003529630834236741, -0.2874940037727356, 0.1839120090007782, 0.2839476764202118, 0.17315539717674255, -0.43649807572364807, -0.5610736608505249, 0.4606189429759979, -1.1072266101837158, 0.22803597152233124, -0.03880999982357025, 1.1768065690994263, 0.4890511929988861, -0.663714587688446, 0.11319088935852051, 0.9350250363349915, -0.46254515647888184, -0.083171047270298]",0,0,-1.1799282,8.619651
Rushmore,"[-1.0320720672607422, 0.7857424020767212, -0.38158315420150757, -0.13250352442264557, 0.14684268832206726, 0.13316959142684937, -0.011252087540924549, -0.12807157635688782, 0.23769399523735046, 0.2339230179786682, -0.25512927770614624, -0.2965439558029175, 0.4953874349594116, 0.7306787371635437, 0.21014869213104248, -0.7528225183486938, 0.03230510279536247, 0.6872704029083252, -0.6716098785400391, -0.36225152015686035, -0.7512874007225037, -0.8859971761703491, 1.1385610103607178, 0.7771706581115723, 0.6820900440216064, 0.7131707072257996, -0.6806844472885132, 0.1869225800037384, -0.428426593542099, 0.5886365175247192, -0.7927743196487427, -0.27641960978507996, -0.17994821071624756, 0.2839222848415375, -0.3369644284248352, 0.2985422909259796, 0.9271084666252136, -0.47303569316864014, -0.7071624398231506, 0.42300882935523987, 0.32552725076675415, 0.7430593967437744, 0.8581578731536865, -0.27250605821609497, 0.15177302062511444, -0.5570964217185974, 0.259797602891922, -0.7545601725578308, 1.2149173021316528, -0.6245185732841492, 0.3834714889526367, 0.0008534648222848773, -0.6091823577880859, 0.24204674363136292, -0.6210393905639648, 0.36226513981819153, -0.7313175201416016, -0.48597487807273865, -0.19083455204963684, -0.741484522819519, 0.025723233819007874, 0.25940561294555664, 0.12541179358959198, -0.13876181840896606]",0,0,-2.1804433,-2.3668718
Ruthless People,"[-0.9390915632247925, 0.13061514496803284, -0.600776731967926, 0.3516062796115875, -0.15441976487636566, 0.9234728217124939, 0.9772182106971741, -0.21636375784873962, 0.288413941860199, -0.17268531024456024, -0.43469250202178955, -0.19167903065681458, 1.0290484428405762, 1.1686700582504272, 0.044034551829099655, -0.38928645849227905, -0.6122773885726929, 0.022224709391593933, -0.7086442112922668, -0.14752814173698425, -1.0697364807128906, -1.089251160621643, 0.10270824283361435, 0.09416833519935608, 0.6293164491653442, 0.7311927676200867, -0.4425489902496338, 0.22846969962120056, 0.1557551473379135, 0.34005507826805115, -0.5395461916923523, -1.3976775407791138, 0.0751912072300911, 0.15295833349227905, 0.10450978577136993, -0.07724539935588837, 0.7079269886016846, -0.9444925785064697, 0.023915335536003113, -0.17528215050697327, -0.04126136749982834, 0.071067675948143, 0.7407427430152893, 0.029308011755347252, 0.80506432056427, 0.5340834856033325, -0.5483969449996948, -0.9331798553466797, -0.4028519093990326, -1.0071384906768799, 0.3263951539993286, 0.2827208936214447, -0.6755660772323608, -0.21724189817905426, 0.024534866213798523, -0.5085410475730896, -0.19627059996128082, 0.44519099593162537, -0.7101444005966187, -0.38580793142318726, 0.02556702494621277, -0.021581558510661125, -0.5024790167808533, 0.41833141446113586]",0,0,-15.036981,6.8001475
Sarafina!,"[-0.8463379144668579, 0.2683331072330475, -0.4739052951335907, 0.01267335843294859, 0.09042634069919586, 0.7441451549530029, 0.15483242273330688, -0.570091187953949, -0.3120426833629608, 0.13248492777347565, -0.12901544570922852, 0.05710643157362938, 0.9861952066421509, 0.7266783714294434, -0.491197407245636, -1.0797168016433716, 0.5494117140769958, 0.4992489814758301, -0.805112898349762, -0.1893642395734787, -1.1459327936172485, -0.07362480461597443, 0.00891870353370905, -0.16394974291324615, 0.39702028036117554, 0.7247852683067322, -0.2655630111694336, -0.22957560420036316, 0.7537683844566345, 0.946083664894104, -0.5959427952766418, -0.2108025848865509, -0.17338623106479645, -0.04182787984609604, -0.24310839176177979, 0.03858421742916107, 0.5855221748352051, -0.21240393817424774, -0.11141160130500793, -0.29930379986763, 0.1902441680431366, 0.6116318702697754, 0.8918212652206421, 0.09204473346471786, 0.17570577561855316, -0.5688750743865967, 0.7058782577514648, -0.5632627010345459, 0.32615914940834045, -0.32369089126586914, 0.0003375945088919252, -0.7146541476249695, -0.1860516369342804, 0.7632556557655334, 0.17101219296455383, -0.3876027464866638, -0.1451975703239441, 0.6942447423934937, 0.27677905559539795, -1.1278709173202515, -0.8600391745567322, 0.11272041499614716, -0.2000080943107605, 0.09470956772565842]",0,0,-21.840612,0.44028926
Saving Mr Banks,"[-1.0548970699310303, 0.6254822611808777, -0.18493376672267914, 0.3685609996318817, -0.946087121963501, 0.33996862173080444, -0.06780514866113663, 0.4600270688533783, -0.27629056572914124, 0.6490631699562073, -0.04492638260126114, 0.21621355414390564, 0.405645489692688, -0.07686591893434525, 0.06572121381759644, -0.09681716561317444, -0.31745848059654236, 0.7019088268280029, 0.1588791012763977, 0.17389804124832153, 0.3577132225036621, 0.21164605021476746, 0.06466042250394821, 1.2891886234283447, -0.15228866040706635, 0.599258303642273, -0.6829174757003784, -0.6084192395210266, -0.783460795879364, 0.5761016011238098, 0.5561124086380005, -0.6900115013122559, -0.5953362584114075, -0.051300447434186935, 0.4556809663772583, -0.487849622964859, 1.1922607421875, 0.15454669296741486, -0.5102016925811768, 0.11080858111381531, 0.5124625563621521, 0.5499544739723206, 1.166745901107788, -0.5609708428382874, 0.26514506340026855, -0.5414330363273621, -0.8897585868835449, -0.05636173486709595, -0.2238667756319046, -0.311942994594574, 0.32122257351875305, 1.0240731239318848, -0.8971811532974243, 0.8089814186096191, 0.15482771396636963, 0.7293466925621033, -0.4072886109352112, 0.8763282299041748, -0.5155380368232727, -0.33988678455352783, 0.244126096367836, 0.4298225939273834, -0.17097467184066772, 0.2648777365684509]",0,1,28.450905,-8.909111
Scenes from a Mall,"[-0.9311735033988953, 0.6013001203536987, 0.10134319961071014, 1.0263750553131104, 0.35440826416015625, 0.34958234429359436, -0.30368170142173767, 0.6431400179862976, 1.1004804372787476, 0.17918148636817932, 0.9693505764007568, -0.11186936497688293, 0.1533966213464737, 0.46328237652778625, -0.07900021225214005, -0.45610833168029785, 0.3898804783821106, 0.8562690615653992, -0.39261022210121155, 0.06382795423269272, -0.48282355070114136, -0.5831317901611328, 0.08107319474220276, 0.4405331313610077, 0.05171327292919159, 0.3285311460494995, -0.5546852946281433, -0.3688803017139435, -0.2077943980693817, 0.8872433304786682, -0.28848662972450256, 0.03689682483673096, -0.7266753315925598, -0.040909264236688614, -0.23527763783931732, -0.29556983709335327, 1.1455051898956299, -0.3745101988315582, 0.2267865687608719, -0.22396263480186462, 0.22778648138046265, -0.07265261560678482, 0.5647990703582764, -0.25962716341018677, 0.5198136568069458, -0.9344021677970886, -0.9852638840675354, -0.11196212470531464, 0.607380211353302, 0.47305360436439514, 0.12394263595342636, 0.1875772774219513, -1.2518820762634277, -0.13182707130908966, -0.1584412157535553, -0.272230327129364, -0.6030276417732239, 0.715680718421936, 0.4933169484138489, -0.2902984023094177, -0.0730435773730278, -0.26983338594436646, -0.7851788997650146, -0.3982037603855133]",0,0,-10.191588,-6.5340652
Secretariat,"[-1.0131263732910156, 0.9095833897590637, -0.836783766746521, 0.0038502949755638838, 0.027926556766033173, 0.8420403599739075, -0.10595924407243729, -0.39443910121917725, -0.501366376876831, 1.0758525133132935, -0.5010707378387451, -0.35508790612220764, 0.8887600898742676, 1.0195306539535522, 0.08324079215526581, -0.23389224708080292, 0.009262063540518284, -0.08065976947546005, -0.6190622448921204, -0.4857299029827118, -0.31395190954208374, -0.3952869772911072, -0.4686037003993988, 0.44068408012390137, -0.36750805377960205, 0.5713022351264954, -0.24898478388786316, 0.5513980984687805, -0.5705727934837341, 0.6020097732543945, -0.49140334129333496, -0.025252947583794594, -0.4509012997150421, 0.3396361470222473, -0.32333096861839294, 0.004337482154369354, 1.1190119981765747, 1.0264233350753784, -0.7944439649581909, 0.018561428412795067, 0.5786682367324829, 1.0908366441726685, 0.3926715850830078, 0.20247626304626465, 0.24654270708560944, -0.8732784390449524, -0.060667455196380615, -0.4146368205547333, -0.025765851140022278, -0.04741285741329193, -0.18270301818847656, 0.2518199682235718, -0.717888593673706, -0.15213078260421753, -0.8224557042121887, 0.7433193325996399, 0.12177379429340363, 0.7830028533935547, 0.9219884276390076, -0.1056014895439148, 0.9498453140258789, 0.17786428332328796, 0.24391353130340576, 0.7648009657859802]",0,0,11.119704,16.952248
Shadow Conspiracy,"[-0.7662361264228821, -0.18766625225543976, -0.622449517250061, 0.5008836388587952, -0.25418856739997864, -0.24417488276958466, -0.293448269367218, -0.25793135166168213, -0.5833980441093445, 0.9228662252426147, 0.11229570209980011, -0.21605317294597626, -0.35439541935920715, 0.2567601501941681, -0.1169598251581192, -0.00871796440333128, 0.007170757744461298, 0.7008429169654846, -1.2150819301605225, 1.0804309844970703, -0.5905026793479919, -0.5565581321716309, -0.5191555619239807, 0.1805204451084137, -0.6346270442008972, 0.4802505075931549, -0.819176971912384, 0.09341341257095337, -0.8894526362419128, 0.2800447940826416, -0.020564263686537743, -0.9386852383613586, -0.2979382276535034, 0.10593229532241821, -0.5353876352310181, -0.28298529982566833, 1.023694634437561, -0.5959723591804504, -0.037600982934236526, 0.14656421542167664, -0.05241120234131813, 0.9160583019256592, 0.3542275130748749, 0.1486712247133255, 0.3261723518371582, -0.19882822036743164, -0.6648063063621521, -0.818221390247345, -0.15581177175045013, -0.24069949984550476, -0.2918683588504791, 0.5144623517990112, -0.722412109375, 0.8978838324546814, 0.14591360092163086, 0.585345983505249, 0.22041724622249603, 0.45760059356689453, -0.6770500540733337, -0.4760916829109192, -0.2671660780906677, 1.0153065919876099, -0.3955307900905609, 0.03681256249547005]",0,1,12.397212,-14.371939
Shang-Chi and the Legend of the Ten Rings,"[-1.1255303621292114, 1.1405550241470337, -0.08892607688903809, 0.17331868410110474, 0.11504164338111877, 0.39016827940940857, -0.2226656824350357, -0.667343258857727, 0.059144068509340286, 1.1327152252197266, -0.5426235795021057, 0.709448516368866, 0.4228908121585846, 0.5255278944969177, -0.32594919204711914, 0.18326129019260406, -0.19701823592185974, 0.3066936433315277, -0.6211071014404297, 0.11846809834241867, 0.08656207472085953, -0.427724689245224, -0.26465216279029846, 0.38253307342529297, -0.1722818911075592, 0.9211208820343018, -0.3241272270679474, -0.265839159488678, -0.41069674491882324, 0.6033704876899719, -0.7032139897346497, -0.24897663295269012, -0.5014171600341797, 0.18820084631443024, 0.8886468410491943, -0.10502620786428452, 0.8747316002845764, -0.4650613069534302, 0.16220201551914215, 0.14437969028949738, 1.0508630275726318, 1.2477844953536987, 0.4750840663909912, -0.332919180393219, 0.1847875863313675, -0.48873206973075867, -1.016411542892456, -0.08071878552436829, 0.49506327509880066, -0.4400846064090729, 0.7449267506599426, 0.025023680180311203, -0.9161584377288818, 0.04968199133872986, 0.05356490612030029, 0.3628271520137787, -0.23236112296581268, 0.20234310626983643, 0.5099925398826599, -0.5524711608886719, 0.45064589381217957, 0.5407698154449463, 0.3718894422054291, 0.8550599813461304]",0,1,8.458184,7.151267
Shanghai Knights,"[-0.949345588684082, 0.6825083494186401, -0.46696120500564575, -0.13455747067928314, -0.6111037135124207, 1.335373044013977, -0.345782071352005, -0.4990186095237732, 0.04385162517428398, 0.28356844186782837, -0.49461615085601807, 0.04108133912086487, 0.9727804064750671, 0.4672470986843109, -0.668584942817688, -0.4668079912662506, -0.5887808799743652, 0.5013492107391357, -0.8368088006973267, -0.24369403719902039, -1.08430814743042, -0.2727837860584259, -0.5871169567108154, 0.46097996830940247, 0.23068521916866302, 0.3221295177936554, -0.4758783280849457, 0.023080313578248024, -0.04248179867863655, 0.8183063864707947, 0.17481467127799988, -0.36125659942626953, -0.7558779120445251, 0.0694752037525177, -0.5182508230209351, -0.8403977751731873, 1.15252685546875, 0.0804503858089447, -0.5713186264038086, 0.2415982484817505, 0.21240273118019104, 0.2250308394432068, 0.6217861771583557, 0.10943695902824402, 0.7653482556343079, -0.8189716935157776, -0.39118432998657227, -0.3782515823841095, 0.1770472377538681, -0.20274470746517181, 0.19775955379009247, 0.5587558150291443, -0.7787285447120667, 0.5242950916290283, 0.7937966585159302, 0.6250405311584473, -0.3391040861606598, 0.3615199327468872, 0.5501767992973328, 0.09119322150945663, 0.013969391584396362, -0.08014772832393646, 0.22606781125068665, 0.32165005803108215]",0,0,-8.1389675,-0.2558939
Shanghai Noon,"[-1.0073322057724, -0.06901475042104721, -0.3571877181529999, 0.3895264267921448, 0.5535071492195129, 1.0254075527191162, -0.06492266803979874, -0.5516924858093262, 0.306049644947052, 0.6987516283988953, -0.5214046239852905, -0.2579081654548645, 0.8986319899559021, 0.8822399973869324, -0.14337992668151855, 0.3165946900844574, 0.014577236957848072, 0.23023314774036407, -0.830455482006073, -0.3643420338630676, -0.024364806711673737, -0.22550813853740692, -0.5179452300071716, 0.6236094832420349, -0.12569373846054077, 0.11764056235551834, 0.259155809879303, 0.08208373188972473, -0.6397008299827576, 0.32854583859443665, -0.7821804285049438, 0.05404820665717125, -0.5845741629600525, 0.12266141176223755, 0.09812381118535995, 0.03739411011338234, 0.6733728647232056, -0.43601083755493164, -0.7008341550827026, -0.13525459170341492, -0.032891832292079926, 1.0490968227386475, 0.5200669169425964, 0.08260200172662735, 0.4911687672138214, -0.9399917125701904, -0.24562887847423553, -0.47764164209365845, 1.166418194770813, -0.6807442903518677, 0.09269294887781143, -0.7177025675773621, -0.19406984746456146, 0.43655723333358765, -0.7917476296424866, 0.19465228915214539, 0.2796540856361389, 0.6716697812080383, 0.3160427212715149, -1.2397972345352173, -0.19054825603961945, 0.8942391276359558, -0.3421122431755066, 0.3199910521507263]",0,0,6.362529,5.025278
Shipwrecked,"[-1.1927571296691895, 0.0709623470902443, -0.5398498177528381, -0.03922414034605026, -0.18849650025367737, 0.2984439730644226, 0.19351449608802795, -0.07086633890867233, 0.05912286043167114, 0.7194516062736511, -0.33711498975753784, -0.18469715118408203, -0.1334191858768463, 0.3032190203666687, 0.07217802852392197, -0.48529866337776184, 0.3661065399646759, 0.8989424705505371, -0.8205606341362, -0.0018257732735946774, -0.14173266291618347, -0.5312524437904358, -0.1859704703092575, 0.20155364274978638, 0.6341981291770935, 1.1207842826843262, -0.6493233442306519, -0.05329511687159538, -0.5120077133178711, 0.26734811067581177, -0.2492152750492096, -0.6293549537658691, -0.22072650492191315, 0.006693664472550154, 0.13646139204502106, -0.3142232298851013, 1.4274346828460693, -1.0559046268463135, 0.14400507509708405, 0.06999678909778595, 0.425992488861084, 0.13210038840770721, 0.538676381111145, 0.18209941685199738, -0.09548432379961014, 0.06447001546621323, -0.06972099840641022, -0.5254371166229248, 1.0161783695220947, 0.36676687002182007, -0.17634189128875732, -0.5747060179710388, -0.9699167609214783, 0.22788694500923157, 0.026887910440564156, 0.14632901549339294, -0.6008732318878174, 0.21577757596969604, -0.07615968585014343, -0.10272349417209625, -0.1574138104915619, 1.51894211769104, 0.5047195553779602, -0.5264607071876526]",0,1,6.3914084,-4.9458222
