title,embedding,spectral_cluster,kmeans_cluster,tsne1,tsne2
A Thousand Acres,"[-1.255681037902832, -0.12902361154556274, -0.27086764574050903, 0.817001461982727, 0.3173270523548126, 0.2804405391216278, -0.11225567013025284, 0.47593021392822266, 0.6309908032417297, 1.0056416988372803, -0.3863234221935272, 0.3259992301464081, 1.0805892944335938, 0.9313374757766724, 0.34622853994369507, 0.2504749000072479, 0.07320529222488403, 0.004397394135594368, -0.7914300560951233, -0.02297063358128071, -0.3938148617744446, -0.8277918100357056, -0.3451786935329437, 0.5434572696685791, 0.8162006139755249, 0.5605313181877136, -1.0199873447418213, 0.24460884928703308, -0.7856225967407227, 0.6739211082458496, -0.24211208522319794, 0.02616198919713497, -1.013914704322815, 0.2748756408691406, -0.02417503297328949, 0.7399622797966003, 0.8548287749290466, -0.5015859603881836, 0.39750730991363525, -0.40777599811553955, 0.5897298455238342, 1.0231451988220215, 0.6165729761123657, 0.22437340021133423, -0.10976500809192657, -0.5603853464126587, 0.2985742390155792, -0.021860217675566673, -0.24339693784713745, -0.5271379947662354, -0.09521789103746414, -0.12548045814037323, -0.7917871475219727, -0.04711363837122917, -0.9037085175514221, 0.0072581106796860695, 0.39227786660194397, 0.7398439049720764, -0.19574302434921265, -1.0425070524215698, 0.024781525135040283, 0.7918602824211121, 0.2819102108478546, 0.4076988697052002]",0,1,8.052013,-8.816806
A Wrinkle in Time,"[-0.942919909954071, 0.45305949449539185, -1.0148202180862427, 0.08962173014879227, 0.29587677121162415, -0.040115322917699814, -0.12162308394908905, 0.3860110938549042, 0.15306973457336426, 0.17693692445755005, -0.7614601850509644, -0.8735776543617249, 0.6050592660903931, 0.3060837984085083, 0.1575354039669037, -0.1956290304660797, -0.5944362878799438, 0.5882999897003174, -0.8306382894515991, 0.05595250800251961, -0.6539897322654724, -0.6330559253692627, 0.39781224727630615, 0.07428501546382904, 0.8235992193222046, 0.6066919565200806, -0.31705379486083984, -0.2549998164176941, -0.7247902750968933, 0.7337889075279236, -0.6106585264205933, -0.7926161885261536, 0.004306801129132509, 0.3545723855495453, 0.13544873893260956, -0.21966853737831116, 1.1375625133514404, -0.4501151442527771, -0.12292841821908951, -0.14061258733272552, 0.2513423264026642, 0.2783370912075043, 0.34309592843055725, -0.19588960707187653, 0.30063071846961975, -0.6879127025604248, 0.10191518068313599, 0.09117388725280762, 0.16667495667934418, -0.5512885451316833, 0.27961811423301697, -0.07038193196058273, -0.5804487466812134, 0.07331375777721405, -0.4858967959880829, 0.7691249847412109, -0.37424781918525696, 0.6679255962371826, 0.04108153656125069, -0.36385250091552734, -0.13947710394859314, 0.8854788541793823, 0.24483412504196167, 0.04671357572078705]",0,4,3.5022829,-2.1340775
Adventures in Babysitting,"[-0.8359845280647278, 0.5185118317604065, -0.8288276791572571, 0.05991825461387634, 0.14488588273525238, 0.3092223107814789, 0.18229855597019196, -0.7645937204360962, 0.021166637539863586, -0.35022255778312683, 0.4748861491680145, -0.04427238181233406, 0.30506160855293274, 1.5214636325836182, 0.3116319179534912, -0.30098655819892883, 0.31865546107292175, 0.7248154282569885, -0.5656582713127136, -0.74408358335495, -1.2376514673233032, 0.11131849884986877, 0.38256174325942993, -0.1683325469493866, 0.6072266697883606, 0.9775980114936829, -0.1495102047920227, -0.4618570804595947, -0.11576265096664429, 1.1462316513061523, -0.7978715300559998, 0.023047680035233498, 0.2942579388618469, 0.04491657391190529, -0.23200996220111847, -0.4047923982143402, 1.2141598463058472, 0.03405724838376045, 0.005172094330191612, -0.11256860941648483, 0.12617848813533783, 0.7443698644638062, 0.4866979420185089, 0.37384718656539917, 0.20976197719573975, -0.48880550265312195, -0.13651660084724426, -0.43843066692352295, 0.5685372352600098, -0.9140750169754028, -0.24057792127132416, 0.5268692374229431, -0.05113191157579422, -0.26119041442871094, 0.010673752054572105, -0.4294235110282898, -0.30416199564933777, 0.5893275141716003, -0.026050357148051262, -0.1565643846988678, 0.1862024962902069, -0.22365964949131012, -0.3750265836715698, 0.28611814975738525]",0,0,2.9544191,24.615095
African Cats,"[-1.1783852577209473, 0.3812998831272125, -0.22938038408756256, 0.20150867104530334, 0.184242382645607, -0.08620300143957138, -0.0022348035126924515, -0.2596692144870758, 0.9851624369621277, 0.266320139169693, 0.4211784601211548, -0.6108601093292236, 0.4352676570415497, 0.8506810069084167, -0.9054529666900635, 0.027122613042593002, -0.11651947349309921, 0.3107535243034363, -1.271379828453064, -0.42044416069984436, -0.33190587162971497, -0.2211892008781433, -1.0738444328308105, 0.7715020775794983, 0.06864044070243835, 0.6388576030731201, -0.34010955691337585, 0.3165503442287445, -0.506960391998291, -0.13498374819755554, -0.2741064429283142, -0.9049407243728638, -0.4121852219104767, 0.049290187656879425, 0.3979567289352417, 0.8002275824546814, 0.5582982301712036, -0.7023821473121643, 0.8295490145683289, -0.04401237890124321, 0.35185328125953674, 0.6153016686439514, 1.1558672189712524, -0.3431820571422577, 0.5444287061691284, -0.6463885307312012, -0.1960984468460083, -0.16949066519737244, 1.1450551748275757, 0.29567381739616394, 0.34923815727233887, 1.3265844583511353, -1.1305770874023438, -0.0012285980628803372, -0.42687907814979553, -0.05428779497742653, 0.5451323986053467, 0.29359930753707886, 0.3838050365447998, -1.593612790107727, 0.10288496315479279, 0.7576429843902588, -0.09602426737546921, -0.5500460267066956]",0,3,-18.420527,21.487314
Air Bud,"[-1.2738455533981323, 1.324705958366394, 0.23030970990657806, -0.2137651890516281, 0.09494996070861816, -0.16300837695598602, 0.20663322508335114, -0.49436473846435547, -0.86627197265625, 0.1317121684551239, 0.34584474563598633, 0.09385751932859421, 0.4667361080646515, 0.9439497590065002, 0.035303786396980286, -0.08013933151960373, -0.2522723078727722, 0.25215888023376465, -0.46177437901496887, -0.06172021105885506, -0.5773385167121887, -0.6822190880775452, 0.09112432599067688, 0.3567245900630951, 0.27299439907073975, 0.6282379031181335, -0.6789355278015137, 0.420541912317276, -0.18037660419940948, 0.13089057803153992, -0.20507989823818207, -1.060707449913025, -0.531274676322937, 0.06807851046323776, -0.3572865128517151, -0.37810075283050537, 0.3073129951953888, -0.4548845589160919, -0.03220529481768608, -0.5413774251937866, 0.3451390266418457, 0.3566496968269348, 0.43454238772392273, 0.26378417015075684, 0.1833428591489792, -0.7038951516151428, -0.656213104724884, -0.13665083050727844, 0.17624035477638245, -0.37454986572265625, -0.047862038016319275, 0.6934943199157715, -0.9297595024108887, 0.02806294523179531, -0.42838960886001587, 0.31568822264671326, -0.5439245104789734, 0.9344667792320251, 0.3428240716457367, -0.4390133321285248, -0.17110808193683624, 0.7169269323348999, -0.5353978276252747, 0.3853324055671692]",0,0,-4.780766,9.764151
Aladdin,"[-0.5944098234176636, 0.6182732582092285, -0.5454593300819397, -0.3728193938732147, 0.029715264216065407, 0.8813808560371399, 0.7419918179512024, -0.23131385445594788, -0.5237411856651306, -0.39658865332603455, -0.34012144804000854, -0.16032753884792328, 0.6264738440513611, 0.691169023513794, -0.6451617479324341, -0.8895549774169922, -0.11488298326730728, 0.45599934458732605, -0.6597439646720886, 0.13544510304927826, -0.5493122339248657, 0.204697847366333, 0.21824407577514648, -0.5013138651847839, 0.3081836998462677, 1.1401137113571167, 0.29962342977523804, 0.36695852875709534, 0.24276505410671234, 0.745624303817749, -0.14205892384052277, -1.1536279916763306, 0.6165643930435181, 0.09815961122512817, -0.33291131258010864, -0.6687480211257935, 1.3339953422546387, -0.1985010802745819, -0.6350164413452148, 0.6857081055641174, 0.13322211802005768, -0.7495830059051514, 0.690257728099823, -0.04313531517982483, 1.0224759578704834, -0.345915824174881, 0.30476295948028564, -0.10948189347982407, 0.47405117750167847, -0.7315571308135986, 0.26657962799072266, -0.31460630893707275, -0.31615710258483887, 0.5497661828994751, -0.33969348669052124, 0.7990508675575256, -0.8224080204963684, 0.781568706035614, -0.2223200649023056, 0.011639920994639397, -0.42266178131103516, 0.21555599570274353, -0.4442994296550751, 0.26421576738357544]",5,0,-24.416859,-4.74412
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","[-1.0519496202468872, 0.28466346859931946, -0.0026685544289648533, 0.3643127977848053, 0.19640220701694489, 0.21201832592487335, 0.639614999294281, 0.14012973010540009, -0.3332653045654297, 0.40565595030784607, -0.8161137104034424, 0.11199440807104111, 0.07097577303647995, 0.5684957504272461, -0.2022910863161087, -0.22795450687408447, 0.25081688165664673, 0.43416401743888855, -1.0383110046386719, 0.0988910049200058, 0.04508541524410248, -0.749518096446991, -0.6714484691619873, 0.7355149984359741, 0.4285469055175781, 0.4459116458892822, -0.4421422779560089, 0.2387389987707138, -0.7244428396224976, 0.5915852785110474, 0.10849545896053314, -0.5340630412101746, 0.23562966287136078, 0.09507469832897186, -0.41076385974884033, -0.5505986213684082, 0.354789674282074, -0.7919007539749146, -0.41268712282180786, -0.20650500059127808, 0.26934313774108887, 1.1118972301483154, 0.3778342306613922, 0.28981658816337585, -0.0551363080739975, -0.910380482673645, -0.6046023964881897, 0.1745970994234085, 0.19519177079200745, -0.37870001792907715, -0.2306567281484604, 0.1907484531402588, -1.026524543762207, 0.36003726720809937, -0.17026865482330322, 0.5191810131072998, -0.3950907588005066, 0.7292564511299133, -0.025446761399507523, -0.6908001899719238, -0.019873378798365593, 0.739203155040741, 0.10108734667301178, -0.21544605493545532]",0,1,5.0523505,-8.52708
Alice in Wonderland,"[-1.2519042491912842, 0.44969049096107483, 0.2702721059322357, 0.7060521841049194, -0.08625836670398712, -0.20390810072422028, -0.29601234197616577, 0.1277174949645996, -0.4986269176006317, 0.4772358238697052, -0.2495587170124054, 0.5192307233810425, 0.7010250687599182, 0.3998945653438568, 0.8222091794013977, -1.1367065906524658, 0.13316233456134796, 0.5818859934806824, -0.3329256474971771, 0.44941508769989014, 0.02517719566822052, -1.0521398782730103, 0.03146592900156975, 0.4977062940597534, -0.3655824065208435, -0.1459815800189972, -0.6057391166687012, -0.1867496818304062, -0.5644688010215759, 0.06086757034063339, -0.4002005457878113, -0.1998567283153534, -1.4937585592269897, -0.05270915478467941, 0.24438078701496124, 0.46653756499290466, 1.0683404207229614, -1.0915722846984863, 0.07652568072080612, -0.33746251463890076, 0.51290363073349, 0.3474242687225342, 0.8626047372817993, -0.05348432436585426, 0.3956987261772156, -0.3696555495262146, -0.8190494775772095, 0.48255953192710876, 0.13120217621326447, 0.042414627969264984, 0.013693691231310368, 0.07105392217636108, -0.7637884020805359, 0.06626799702644348, -0.5020740032196045, 0.025506641715765, -0.09345594793558121, 0.29480841755867004, 0.204236701130867, -0.08433499932289124, -0.15467631816864014, 1.0940436124801636, 0.038756854832172394, -0.010569200851023197]",0,4,-2.609854,-16.977726
Alice Through the Looking Glass,"[-0.7374999523162842, -0.04131355136632919, -0.25427863001823425, 0.08518151193857193, 0.29072630405426025, 0.44959279894828796, 0.35347968339920044, -1.3744078874588013, 0.1226605623960495, 0.5829195380210876, -0.301885187625885, -0.0008951278869062662, 0.6689034104347229, 0.5853208303451538, -0.1819377839565277, 0.49991247057914734, 0.06544806063175201, -0.10173685848712921, -1.48497474193573, 0.6896635890007019, -0.336025595664978, -0.7918908596038818, -0.009780206717550755, 0.11140494048595428, -0.3858935832977295, 0.523459792137146, 0.2546485364437103, -0.1996529996395111, -0.9917603731155396, 0.09830126166343689, -0.5777106285095215, -0.5104758143424988, 0.0365685373544693, 0.007845601998269558, 0.1255287081003189, -0.5948639512062073, 0.04046247899532318, -0.07776102423667908, -0.6346020698547363, 0.26554062962532043, -0.11890297383069992, -0.1366523653268814, 1.0216325521469116, -0.12048821896314621, 0.11873798072338104, -1.175649881362915, -0.4988749027252197, -0.46217668056488037, 0.47438621520996094, 0.05754045769572258, -0.45852401852607727, 0.04968530312180519, -1.3482905626296997, 0.6344889998435974, -0.7294471263885498, 0.4314768612384796, 0.30309540033340454, 1.3627333641052246, -0.3934105336666107, -0.689897894859314, 0.20470955967903137, 0.35228097438812256, -0.08573957532644272, 0.27493876218795776]",0,0,-0.15465708,-28.845285
Aliens of the Deep,"[-1.1593949794769287, -0.02711755968630314, -0.6112494468688965, 0.16354431211948395, 0.05739402025938034, 0.1804109364748001, -0.28110191226005554, -0.19005651772022247, -0.8840267062187195, 0.318776398897171, -0.6291664838790894, 0.24595659971237183, 0.2326958328485489, 0.6448059678077698, -0.06540393084287643, 0.21806199848651886, -0.22430743277072906, -0.07622016221284866, -0.8193126916885376, 0.11454714834690094, 0.33034172654151917, -0.3237769305706024, -1.7568469047546387, 1.0415970087051392, 0.22312231361865997, 0.7704381942749023, -0.32622775435447693, -0.2564801573753357, -0.4463234841823578, 0.22030918300151825, -1.1145515441894531, -0.7600930333137512, 0.09525517374277115, 0.015453021973371506, -0.01959003508090973, 0.5460972785949707, 0.7187286615371704, -0.427585244178772, -0.013533201068639755, 0.8298539519309998, 0.8315697908401489, 0.6599928140640259, -0.13993467390537262, -0.2061311900615692, 0.32983511686325073, -0.8604704141616821, -0.30549487471580505, -0.35678884387016296, -0.07526363432407379, 0.6026586294174194, -0.4130183160305023, -0.38946306705474854, -0.77729731798172, 0.5165601372718811, -0.18071138858795166, 1.0851876735687256, -0.4716030955314636, 0.4345569610595703, -0.26393356919288635, -0.4322417080402374, -0.8154010772705078, 1.1838784217834473, -0.12142980098724365, 0.3075675070285797]",0,1,16.096073,-9.163471
Alive,"[-0.9594582319259644, 0.5138225555419922, -0.21975401043891907, 0.8424169421195984, 0.5119353532791138, 0.7895611524581909, 0.14670313894748688, 0.08783422410488129, -0.08842065185308456, 0.44036149978637695, 0.4868427813053131, 0.2146683782339096, 0.591996431350708, 0.9708116054534912, -0.23201623558998108, -1.455548644065857, -1.2645747661590576, 0.9850502610206604, -0.6750654578208923, 0.99680495262146, -0.2736896574497223, -0.6841763257980347, -0.21000799536705017, 0.31505486369132996, -0.05223730579018593, 0.3833194673061371, -0.25886163115501404, -0.6903447508811951, -0.8156265020370483, 0.8100910782814026, -0.4721677303314209, 0.29160717129707336, -0.6524827480316162, 0.2624445855617523, 0.23241467773914337, -0.5631113648414612, 1.1716893911361694, -0.17604586482048035, 0.05468416213989258, 0.008505886420607567, -0.055852148681879044, 0.06090172007679939, 1.0742290019989014, 0.0920674055814743, 0.14306874573230743, -0.16740983724594116, -0.24923349916934967, 0.11378094553947449, -0.3614785075187683, -0.6391667127609253, 0.3085819482803345, 0.057018112391233444, -0.9111568927764893, 0.5416792035102844, -0.25530722737312317, -0.019689705222845078, 0.3410664200782776, 0.4225476384162903, 0.3391449749469757, -0.26986396312713623, 0.5010226964950562, -0.058508384972810745, -0.30152595043182373, 0.08780378103256226]",0,4,22.629766,16.549255
An Alan Smithee Film: Burn Hollywood Burn,"[-1.1353563070297241, 0.06495880335569382, 0.057597480714321136, -0.3187576234340668, -0.17062097787857056, 0.23698844015598297, 0.5654117465019226, 0.5201904773712158, -0.12602251768112183, 0.9390987753868103, -0.15766054391860962, -0.6207866072654724, 0.11119090020656586, 0.2846219837665558, -0.01750139333307743, 0.9473863244056702, 0.1563057005405426, -0.15422606468200684, -0.6052185893058777, 0.13142767548561096, -0.17393016815185547, -0.2541395127773285, 0.39057284593582153, 0.014755957759916782, -0.0985577255487442, 1.1320626735687256, -1.3367890119552612, -0.1712830662727356, -1.175459861755371, -0.04024580493569374, -0.4417535960674286, -0.509303092956543, -0.6230079531669617, -0.015147445723414421, 0.034519728273153305, 0.16044378280639648, 0.8967739343643188, -0.15066257119178772, -0.16595116257667542, -0.6422064304351807, 0.15680794417858124, 1.2273098230361938, -0.05509432032704353, 0.17127889394760132, 0.1661887764930725, -0.8383938074111938, -1.0316075086593628, 0.01077256165444851, -0.07676446437835693, -0.2784596085548401, 0.2963889539241791, 0.9160395264625549, -1.3142565488815308, -0.06556562334299088, -0.32122713327407837, 0.2683827877044678, -0.6003638505935669, 1.177180290222168, 0.25930464267730713, -0.47467300295829773, -0.2573596239089966, 0.5077996253967285, -0.2598325312137604, -0.06160590797662735]",0,1,14.667783,-17.455257
An American Werewolf in Paris,"[-1.0804334878921509, -0.22727780044078827, -0.6454532742500305, 0.6298584938049316, 0.8228586912155151, -0.3448280692100525, 0.3989103436470032, 0.39999568462371826, 0.16895636916160583, 0.24698829650878906, -0.4028438925743103, -0.16074180603027344, 0.2328183650970459, 1.714436411857605, 0.773446798324585, -0.23209993541240692, 0.30726587772369385, 0.44934919476509094, -1.3061703443527222, -0.4410690367221832, -0.2858368456363678, -0.18720582127571106, -0.5022996068000793, 0.12202887237071991, 0.3758176863193512, 0.20468977093696594, -0.49585482478141785, 0.32536041736602783, -0.2892501950263977, 0.2435125857591629, -0.18679602444171906, -1.8509082794189453, 0.11789079755544662, 0.18611562252044678, 0.0634189173579216, 0.5900177359580994, 1.0702587366104126, -0.9533646106719971, -0.14003586769104004, 0.4131806790828705, 0.05841415748000145, 1.0557135343551636, -0.3249892592430115, 0.010441373102366924, 0.23684918880462646, -0.06947958469390869, -0.30983811616897583, -0.3289502263069153, 1.0023185014724731, -0.5181668400764465, 0.46147632598876953, 0.35385796427726746, -1.2468947172164917, -0.34428998827934265, -0.523363471031189, 0.04994530975818634, 0.06542713940143585, 0.08915196359157562, -0.03721078112721443, -0.3240276873111725, -0.340230256319046, 0.7976258993148804, -0.09366337954998016, -0.20050157606601715]",0,3,17.555359,-2.1087153
